"sex","race","age","edu","state","total","positive","repvote","region"
"male","white","50-59","some college","VA",3,2,0.471736237,"South"
"male","white","60-69","4-year college","VA",3,3,0.471736237,"South"
"male","white","60-69","hs","VA",2,2,0.471736237,"South"
"male","white","60-69","post-grad","VA",2,1,0.471736237,"South"
"male","white","60-69","some college","VA",5,2,0.471736237,"South"
"male","white","70+","4-year college","VA",2,2,0.471736237,"South"
"male","white","70+","hs","VA",2,1,0.471736237,"South"
"male","white","70+","post-grad","VA",3,2,0.471736237,"South"
"male","white","70+","some college","VA",1,1,0.471736237,"South"
"female","other","18-29","4-year college","VT",1,0,0.348135737,"Northeast"
"female","white","18-29","some college","VT",1,0,0.348135737,"Northeast"
"female","white","30-39","post-grad","VT",1,0,0.348135737,"Northeast"
"female","white","50-59","some college","VT",1,1,0.348135737,"Northeast"
"female","white","60-69","some college","VT",1,0,0.348135737,"Northeast"
"female","white","70+","4-year college","VT",1,0,0.348135737,"Northeast"
"male","white","18-29","hs","VT",1,1,0.348135737,"Northeast"
"male","white","50-59","post-grad","VT",1,0,0.348135737,"Northeast"
"male","white","70+","some college","VT",1,1,0.348135737,"Northeast"
"male","black","40-49","post-grad","WA",1,0,0.412130688,"West"
"male","black","50-59","4-year college","WA",1,1,0.412130688,"West"
"female","other","18-29","4-year college","WA",1,0,0.412130688,"West"
"female","other","18-29","hs","WA",1,0,0.412130688,"West"
"female","other","18-29","post-grad","WA",2,0,0.412130688,"West"
"female","other","18-29","some college","WA",4,1,0.412130688,"West"
"female","other","30-39","4-year college","WA",2,1,0.412130688,"West"
"female","other","30-39","hs","WA",1,0,0.412130688,"West"
"female","other","30-39","some college","WA",2,0,0.412130688,"West"
"female","other","50-59","post-grad","WA",2,1,0.412130688,"West"
"male","other","18-29","some college","WA",1,0,0.412130688,"West"
"male","other","30-39","some college","WA",2,1,0.412130688,"West"
"male","other","40-49","hs","WA",1,0,0.412130688,"West"
"male","other","40-49","post-grad","WA",2,0,0.412130688,"West"
"male","other","40-49","some college","WA",1,1,0.412130688,"West"
"male","other","50-59","4-year college","WA",2,1,0.412130688,"West"
"male","other","50-59","some college","WA",1,1,0.412130688,"West"
"male","other","60-69","post-grad","WA",1,0,0.412130688,"West"
"male","other","70+","some college","WA",1,0,0.412130688,"West"
"female","white","18-29","4-year college","WA",2,0,0.412130688,"West"
"female","white","18-29","hs","WA",1,0,0.412130688,"West"
"female","white","18-29","no hs","WA",2,0,0.412130688,"West"
"female","white","30-39","4-year college","WA",5,1,0.412130688,"West"
"female","white","30-39","hs","WA",3,1,0.412130688,"West"
"female","white","30-39","post-grad","WA",3,0,0.412130688,"West"
"female","white","30-39","some college","WA",2,1,0.412130688,"West"
"female","white","40-49","4-year college","WA",2,1,0.412130688,"West"
"female","white","40-49","hs","WA",2,0,0.412130688,"West"
"female","white","40-49","post-grad","WA",1,0,0.412130688,"West"
"female","white","40-49","some college","WA",2,1,0.412130688,"West"
"female","white","50-59","hs","WA",1,1,0.412130688,"West"
"female","white","50-59","post-grad","WA",2,0,0.412130688,"West"
"female","white","50-59","some college","WA",4,1,0.412130688,"West"
"female","white","60-69","4-year college","WA",1,0,0.412130688,"West"
"female","white","60-69","hs","WA",2,0,0.412130688,"West"
"female","white","60-69","no hs","WA",1,0,0.412130688,"West"
"female","white","60-69","some college","WA",3,2,0.412130688,"West"
"female","white","70+","4-year college","WA",2,0,0.412130688,"West"
"female","white","70+","hs","WA",6,3,0.412130688,"West"
"female","white","70+","post-grad","WA",1,0,0.412130688,"West"
"female","white","70+","some college","WA",5,5,0.412130688,"West"
"male","white","18-29","hs","WA",5,1,0.412130688,"West"
"male","white","30-39","4-year college","WA",2,1,0.412130688,"West"
"male","white","30-39","hs","WA",2,0,0.412130688,"West"
"male","white","30-39","post-grad","WA",2,2,0.412130688,"West"
"male","white","30-39","some college","WA",1,1,0.412130688,"West"
"male","white","40-49","4-year college","WA",2,1,0.412130688,"West"
"male","white","40-49","hs","WA",2,2,0.412130688,"West"
"male","white","40-49","no hs","WA",1,1,0.412130688,"West"
"male","white","40-49","post-grad","WA",3,0,0.412130688,"West"
"male","white","50-59","4-year college","WA",3,1,0.412130688,"West"
"male","white","50-59","hs","WA",2,0,0.412130688,"West"
"male","white","50-59","post-grad","WA",1,1,0.412130688,"West"
"male","white","50-59","some college","WA",3,0,0.412130688,"West"
"male","white","60-69","4-year college","WA",3,2,0.412130688,"West"
"male","white","60-69","hs","WA",1,0,0.412130688,"West"
"male","white","60-69","post-grad","WA",1,0,0.412130688,"West"
"male","white","60-69","some college","WA",3,3,0.412130688,"West"
"male","white","70+","4-year college","WA",4,0,0.412130688,"West"
"male","white","70+","hs","WA",1,0,0.412130688,"West"
"male","white","70+","post-grad","WA",5,3,0.412130688,"West"
"male","white","70+","some college","WA",3,1,0.412130688,"West"
"female","black","50-59","some college","WI",1,0,0.50407989,"North Central"
"female","black","70+","post-grad","WI",1,0,0.50407989,"North Central"
"female","other","18-29","4-year college","WI",2,0,0.50407989,"North Central"
"female","other","18-29","some college","WI",1,0,0.50407989,"North Central"
"female","other","30-39","4-year college","WI",1,1,0.50407989,"North Central"
"female","other","30-39","post-grad","WI",1,0,0.50407989,"North Central"
"female","other","30-39","some college","WI",1,0,0.50407989,"North Central"
"male","other","18-29","hs","WI",1,1,0.50407989,"North Central"
"male","other","18-29","some college","WI",1,0,0.50407989,"North Central"
"male","other","30-39","hs","WI",1,1,0.50407989,"North Central"
"male","other","40-49","4-year college","WI",1,0,0.50407989,"North Central"
"female","white","18-29","4-year college","WI",5,0,0.50407989,"North Central"
"female","white","18-29","hs","WI",3,3,0.50407989,"North Central"
"female","white","18-29","post-grad","WI",1,0,0.50407989,"North Central"
"female","white","18-29","some college","WI",7,1,0.50407989,"North Central"
"female","white","30-39","4-year college","WI",2,0,0.50407989,"North Central"
"female","white","30-39","hs","WI",5,2,0.50407989,"North Central"
"female","white","30-39","post-grad","WI",1,0,0.50407989,"North Central"
"female","white","30-39","some college","WI",1,0,0.50407989,"North Central"
"female","white","40-49","4-year college","WI",3,1,0.50407989,"North Central"
"female","white","40-49","hs","WI",2,0,0.50407989,"North Central"
"female","white","50-59","4-year college","WI",1,1,0.50407989,"North Central"
"female","white","50-59","hs","WI",5,3,0.50407989,"North Central"
"female","white","50-59","some college","WI",8,2,0.50407989,"North Central"
"female","white","60-69","hs","WI",6,3,0.50407989,"North Central"
"female","white","60-69","some college","WI",4,1,0.50407989,"North Central"
"female","white","70+","hs","WI",4,3,0.50407989,"North Central"
"female","white","70+","some college","WI",2,0,0.50407989,"North Central"
"male","white","18-29","4-year college","WI",1,0,0.50407989,"North Central"
"male","white","18-29","hs","WI",1,1,0.50407989,"North Central"
"male","white","18-29","some college","WI",1,0,0.50407989,"North Central"
"male","white","30-39","4-year college","WI",4,2,0.50407989,"North Central"
"male","white","30-39","some college","WI",2,0,0.50407989,"North Central"
"male","white","40-49","hs","WI",1,1,0.50407989,"North Central"
"male","white","40-49","post-grad","WI",1,0,0.50407989,"North Central"
"male","white","40-49","some college","WI",3,1,0.50407989,"North Central"
"male","white","50-59","4-year college","WI",2,1,0.50407989,"North Central"
"male","white","50-59","post-grad","WI",2,1,0.50407989,"North Central"
"male","white","50-59","some college","WI",2,1,0.50407989,"North Central"
"male","white","60-69","4-year college","WI",1,1,0.50407989,"North Central"
"male","white","60-69","hs","WI",2,0,0.50407989,"North Central"
"male","white","60-69","post-grad","WI",2,1,0.50407989,"North Central"
"male","white","70+","4-year college","WI",1,0,0.50407989,"North Central"
"male","white","70+","hs","WI",3,2,0.50407989,"North Central"
"male","white","70+","post-grad","WI",2,0,0.50407989,"North Central"
"male","white","70+","some college","WI",1,1,0.50407989,"North Central"
"female","black","50-59","post-grad","WV",1,0,0.721610523,"South"
"female","black","50-59","some college","WV",1,0,0.721610523,"South"
"female","other","50-59","some college","WV",1,0,0.721610523,"South"
"male","other","40-49","some college","WV",2,2,0.721610523,"South"
"male","other","60-69","4-year college","WV",1,1,0.721610523,"South"
"female","white","18-29","4-year college","WV",1,1,0.721610523,"South"
"female","white","18-29","hs","WV",4,1,0.721610523,"South"
"female","white","18-29","no hs","WV",1,1,0.721610523,"South"
"female","white","18-29","post-grad","WV",1,0,0.721610523,"South"
"female","white","18-29","some college","WV",3,1,0.721610523,"South"
"female","white","30-39","hs","WV",1,1,0.721610523,"South"
"female","white","40-49","hs","WV",1,1,0.721610523,"South"
"female","white","40-49","some college","WV",1,0,0.721610523,"South"
"female","white","50-59","4-year college","WV",1,0,0.721610523,"South"
"female","white","50-59","hs","WV",2,2,0.721610523,"South"
"female","white","50-59","post-grad","WV",1,0,0.721610523,"South"
"female","white","60-69","hs","WV",2,1,0.721610523,"South"
"female","white","60-69","no hs","WV",1,0,0.721610523,"South"
"female","white","60-69","some college","WV",1,1,0.721610523,"South"
"female","white","70+","hs","WV",1,0,0.721610523,"South"
"female","white","70+","some college","WV",2,0,0.721610523,"South"
"male","white","18-29","4-year college","WV",1,1,0.721610523,"South"
"male","white","30-39","hs","WV",2,0,0.721610523,"South"
"male","white","30-39","some college","WV",1,1,0.721610523,"South"
"male","white","50-59","hs","WV",2,2,0.721610523,"South"
"male","white","50-59","post-grad","WV",1,1,0.721610523,"South"
"male","white","50-59","some college","WV",1,1,0.721610523,"South"
"male","white","60-69","hs","WV",2,2,0.721610523,"South"
"male","white","60-69","some college","WV",1,1,0.721610523,"South"
"male","white","70+","post-grad","WV",1,1,0.721610523,"South"
"male","white","70+","some college","WV",1,1,0.721610523,"South"
"female","other","18-29","hs","WY",1,0,0.757053196,"West"
"male","other","50-59","some college","WY",1,1,0.757053196,"West"
"female","white","30-39","hs","WY",1,1,0.757053196,"West"
"female","white","40-49","4-year college","WY",1,1,0.757053196,"West"
"female","white","40-49","no hs","WY",1,1,0.757053196,"West"
"female","white","40-49","some college","WY",2,1,0.757053196,"West"
"female","white","50-59","4-year college","WY",1,0,0.757053196,"West"
"female","white","50-59","some college","WY",1,0,0.757053196,"West"
"female","white","60-69","4-year college","WY",1,1,0.757053196,"West"
"male","white","40-49","post-grad","WY",1,1,0.757053196,"West"
"male","white","50-59","hs","WY",1,1,0.757053196,"West"
"male","white","60-69","4-year college","WY",1,0,0.757053196,"West"
