"sex","race","age","edu","state","total","positive","repvote","region"
"female","white","70+","hs","NC",6,5,0.519037458,"South"
"female","white","70+","post-grad","NC",1,0,0.519037458,"South"
"female","white","70+","some college","NC",1,1,0.519037458,"South"
"male","white","18-29","4-year college","NC",3,1,0.519037458,"South"
"male","white","18-29","hs","NC",4,3,0.519037458,"South"
"male","white","18-29","some college","NC",2,2,0.519037458,"South"
"male","white","30-39","4-year college","NC",1,1,0.519037458,"South"
"male","white","30-39","hs","NC",2,1,0.519037458,"South"
"male","white","30-39","post-grad","NC",1,1,0.519037458,"South"
"male","white","30-39","some college","NC",3,0,0.519037458,"South"
"male","white","40-49","4-year college","NC",1,1,0.519037458,"South"
"male","white","40-49","hs","NC",3,1,0.519037458,"South"
"male","white","40-49","no hs","NC",1,1,0.519037458,"South"
"male","white","40-49","some college","NC",5,3,0.519037458,"South"
"male","white","50-59","4-year college","NC",3,2,0.519037458,"South"
"male","white","50-59","hs","NC",5,1,0.519037458,"South"
"male","white","50-59","post-grad","NC",1,1,0.519037458,"South"
"male","white","50-59","some college","NC",4,4,0.519037458,"South"
"male","white","60-69","4-year college","NC",1,0,0.519037458,"South"
"male","white","60-69","hs","NC",3,2,0.519037458,"South"
"male","white","60-69","no hs","NC",1,1,0.519037458,"South"
"male","white","60-69","some college","NC",3,2,0.519037458,"South"
"male","white","70+","4-year college","NC",1,1,0.519037458,"South"
"male","white","70+","hs","NC",5,3,0.519037458,"South"
"male","white","70+","no hs","NC",1,1,0.519037458,"South"
"male","white","70+","post-grad","NC",2,0,0.519037458,"South"
"male","white","70+","some college","NC",1,1,0.519037458,"South"
"female","other","30-39","post-grad","ND",1,0,0.698092429,"North Central"
"male","other","40-49","no hs","ND",1,1,0.698092429,"North Central"
"female","white","18-29","hs","ND",1,0,0.698092429,"North Central"
"female","white","18-29","some college","ND",1,1,0.698092429,"North Central"
"female","white","30-39","4-year college","ND",1,0,0.698092429,"North Central"
"female","white","30-39","some college","ND",1,0,0.698092429,"North Central"
"female","white","60-69","post-grad","ND",1,0,0.698092429,"North Central"
"female","white","60-69","some college","ND",1,0,0.698092429,"North Central"
"female","white","70+","4-year college","ND",1,1,0.698092429,"North Central"
"female","white","70+","hs","ND",1,0,0.698092429,"North Central"
"female","white","70+","some college","ND",1,0,0.698092429,"North Central"
"male","white","18-29","4-year college","ND",1,0,0.698092429,"North Central"
"male","white","18-29","some college","ND",1,0,0.698092429,"North Central"
"male","white","30-39","4-year college","ND",1,1,0.698092429,"North Central"
"male","white","30-39","hs","ND",1,1,0.698092429,"North Central"
"male","white","30-39","some college","ND",1,0,0.698092429,"North Central"
"male","white","50-59","hs","ND",1,1,0.698092429,"North Central"
"male","white","70+","some college","ND",1,1,0.698092429,"North Central"
"female","black","40-49","4-year college","NE",1,1,0.635476741,"North Central"
"female","black","50-59","some college","NE",1,0,0.635476741,"North Central"
"male","other","40-49","4-year college","NE",1,0,0.635476741,"North Central"
"female","white","18-29","post-grad","NE",1,0,0.635476741,"North Central"
"female","white","18-29","some college","NE",2,1,0.635476741,"North Central"
"female","white","30-39","hs","NE",1,0,0.635476741,"North Central"
"female","white","30-39","post-grad","NE",1,1,0.635476741,"North Central"
"female","white","40-49","4-year college","NE",1,1,0.635476741,"North Central"
"female","white","40-49","some college","NE",1,1,0.635476741,"North Central"
"female","white","50-59","hs","NE",1,0,0.635476741,"North Central"
"female","white","50-59","post-grad","NE",1,0,0.635476741,"North Central"
"female","white","50-59","some college","NE",1,0,0.635476741,"North Central"
"female","white","60-69","4-year college","NE",1,0,0.635476741,"North Central"
"female","white","60-69","hs","NE",2,1,0.635476741,"North Central"
"female","white","60-69","post-grad","NE",2,1,0.635476741,"North Central"
"female","white","60-69","some college","NE",3,2,0.635476741,"North Central"
"female","white","70+","hs","NE",3,1,0.635476741,"North Central"
"male","white","30-39","4-year college","NE",2,1,0.635476741,"North Central"
"male","white","40-49","post-grad","NE",1,0,0.635476741,"North Central"
"male","white","40-49","some college","NE",1,0,0.635476741,"North Central"
"male","white","60-69","hs","NE",1,1,0.635476741,"North Central"
"male","white","60-69","post-grad","NE",1,1,0.635476741,"North Central"
"male","white","70+","post-grad","NE",1,0,0.635476741,"North Central"
"male","white","70+","some college","NE",1,1,0.635476741,"North Central"
"female","other","40-49","post-grad","NH",1,0,0.498029716,"Northeast"
"male","other","60-69","4-year college","NH",1,1,0.498029716,"Northeast"
"female","white","18-29","4-year college","NH",1,0,0.498029716,"Northeast"
"female","white","30-39","hs","NH",2,1,0.498029716,"Northeast"
"female","white","30-39","no hs","NH",1,0,0.498029716,"Northeast"
"female","white","50-59","4-year college","NH",1,0,0.498029716,"Northeast"
"female","white","50-59","hs","NH",2,0,0.498029716,"Northeast"
"female","white","50-59","post-grad","NH",1,0,0.498029716,"Northeast"
"female","white","50-59","some college","NH",2,1,0.498029716,"Northeast"
"female","white","60-69","some college","NH",1,0,0.498029716,"Northeast"
"female","white","70+","hs","NH",1,0,0.498029716,"Northeast"
"male","white","18-29","hs","NH",2,2,0.498029716,"Northeast"
"male","white","18-29","post-grad","NH",1,1,0.498029716,"Northeast"
"male","white","18-29","some college","NH",2,2,0.498029716,"Northeast"
"male","white","30-39","4-year college","NH",2,1,0.498029716,"Northeast"
"male","white","30-39","post-grad","NH",1,1,0.498029716,"Northeast"
"male","white","30-39","some college","NH",1,1,0.498029716,"Northeast"
"male","white","40-49","some college","NH",2,1,0.498029716,"Northeast"
"male","white","50-59","hs","NH",1,1,0.498029716,"Northeast"
"male","white","60-69","hs","NH",1,0,0.498029716,"Northeast"
"male","white","70+","4-year college","NH",1,0,0.498029716,"Northeast"
"male","white","70+","post-grad","NH",1,0,0.498029716,"Northeast"
"female","black","18-29","4-year college","NJ",1,0,0.427158099,"Northeast"
"female","black","30-39","4-year college","NJ",2,0,0.427158099,"Northeast"
"female","black","30-39","post-grad","NJ",1,0,0.427158099,"Northeast"
"female","black","30-39","some college","NJ",1,1,0.427158099,"Northeast"
"female","black","40-49","4-year college","NJ",1,0,0.427158099,"Northeast"
"female","black","40-49","some college","NJ",1,0,0.427158099,"Northeast"
"female","black","50-59","hs","NJ",1,1,0.427158099,"Northeast"
"female","black","70+","hs","NJ",1,0,0.427158099,"Northeast"
"male","black","18-29","hs","NJ",3,2,0.427158099,"Northeast"
"male","black","40-49","some college","NJ",1,1,0.427158099,"Northeast"
"female","other","18-29","4-year college","NJ",2,0,0.427158099,"Northeast"
"female","other","18-29","hs","NJ",1,1,0.427158099,"Northeast"
"female","other","18-29","some college","NJ",1,0,0.427158099,"Northeast"
"female","other","30-39","4-year college","NJ",2,0,0.427158099,"Northeast"
"female","other","40-49","4-year college","NJ",2,1,0.427158099,"Northeast"
"female","other","50-59","4-year college","NJ",1,0,0.427158099,"Northeast"
"female","other","60-69","some college","NJ",1,0,0.427158099,"Northeast"
"male","other","18-29","4-year college","NJ",1,0,0.427158099,"Northeast"
"male","other","18-29","hs","NJ",1,0,0.427158099,"Northeast"
"male","other","18-29","some college","NJ",2,0,0.427158099,"Northeast"
"male","other","30-39","4-year college","NJ",1,1,0.427158099,"Northeast"
"male","other","30-39","some college","NJ",1,1,0.427158099,"Northeast"
"male","other","40-49","hs","NJ",1,0,0.427158099,"Northeast"
"male","other","40-49","post-grad","NJ",2,1,0.427158099,"Northeast"
"male","other","40-49","some college","NJ",1,0,0.427158099,"Northeast"
"male","other","50-59","4-year college","NJ",1,0,0.427158099,"Northeast"
"male","other","50-59","some college","NJ",1,1,0.427158099,"Northeast"
"female","white","18-29","4-year college","NJ",4,1,0.427158099,"Northeast"
"female","white","18-29","hs","NJ",2,0,0.427158099,"Northeast"
"female","white","18-29","post-grad","NJ",1,0,0.427158099,"Northeast"
"female","white","18-29","some college","NJ",6,1,0.427158099,"Northeast"
"female","white","30-39","4-year college","NJ",3,1,0.427158099,"Northeast"
"female","white","30-39","hs","NJ",2,1,0.427158099,"Northeast"
"female","white","30-39","some college","NJ",1,1,0.427158099,"Northeast"
"female","white","40-49","4-year college","NJ",2,1,0.427158099,"Northeast"
"female","white","40-49","hs","NJ",5,3,0.427158099,"Northeast"
"female","white","40-49","some college","NJ",2,1,0.427158099,"Northeast"
"female","white","50-59","4-year college","NJ",4,2,0.427158099,"Northeast"
"female","white","50-59","hs","NJ",5,2,0.427158099,"Northeast"
"female","white","50-59","post-grad","NJ",4,2,0.427158099,"Northeast"
"female","white","50-59","some college","NJ",1,0,0.427158099,"Northeast"
"female","white","60-69","4-year college","NJ",5,2,0.427158099,"Northeast"
"female","white","60-69","hs","NJ",3,2,0.427158099,"Northeast"
"female","white","60-69","some college","NJ",1,1,0.427158099,"Northeast"
"female","white","70+","4-year college","NJ",1,0,0.427158099,"Northeast"
"female","white","70+","hs","NJ",4,1,0.427158099,"Northeast"
"female","white","70+","post-grad","NJ",1,1,0.427158099,"Northeast"
"male","white","18-29","hs","NJ",2,1,0.427158099,"Northeast"
"male","white","18-29","some college","NJ",1,1,0.427158099,"Northeast"
"male","white","30-39","4-year college","NJ",1,0,0.427158099,"Northeast"
"male","white","30-39","hs","NJ",1,0,0.427158099,"Northeast"
"male","white","30-39","post-grad","NJ",2,0,0.427158099,"Northeast"
"male","white","30-39","some college","NJ",4,1,0.427158099,"Northeast"
"male","white","40-49","4-year college","NJ",3,0,0.427158099,"Northeast"
"male","white","40-49","some college","NJ",3,1,0.427158099,"Northeast"
"male","white","50-59","4-year college","NJ",2,1,0.427158099,"Northeast"
"male","white","50-59","hs","NJ",1,0,0.427158099,"Northeast"
"male","white","50-59","post-grad","NJ",1,1,0.427158099,"Northeast"
"male","white","50-59","some college","NJ",1,0,0.427158099,"Northeast"
"male","white","60-69","4-year college","NJ",3,1,0.427158099,"Northeast"
"male","white","60-69","hs","NJ",2,1,0.427158099,"Northeast"
"male","white","60-69","no hs","NJ",1,1,0.427158099,"Northeast"
"male","white","60-69","some college","NJ",1,0,0.427158099,"Northeast"
"male","white","70+","4-year college","NJ",1,1,0.427158099,"Northeast"
"male","white","70+","hs","NJ",2,2,0.427158099,"Northeast"
"male","white","70+","some college","NJ",2,2,0.427158099,"Northeast"
"female","black","18-29","hs","NM",1,0,0.453492051,"West"
"female","other","18-29","hs","NM",1,1,0.453492051,"West"
"female","other","30-39","4-year college","NM",1,0,0.453492051,"West"
"female","other","50-59","4-year college","NM",1,1,0.453492051,"West"
"male","other","18-29","some college","NM",1,1,0.453492051,"West"
"male","other","60-69","hs","NM",1,0,0.453492051,"West"
"male","other","60-69","some college","NM",1,0,0.453492051,"West"
"female","white","30-39","some college","NM",1,0,0.453492051,"West"
"female","white","40-49","4-year college","NM",2,0,0.453492051,"West"
"female","white","40-49","hs","NM",1,0,0.453492051,"West"
"female","white","40-49","some college","NM",1,1,0.453492051,"West"
"female","white","60-69","4-year college","NM",2,1,0.453492051,"West"
"female","white","70+","no hs","NM",1,1,0.453492051,"West"
"male","white","18-29","some college","NM",1,0,0.453492051,"West"
"male","white","30-39","hs","NM",1,0,0.453492051,"West"
"male","white","40-49","hs","NM",1,1,0.453492051,"West"
"male","white","50-59","4-year college","NM",1,0,0.453492051,"West"
"male","white","50-59","some college","NM",1,0,0.453492051,"West"
"male","white","60-69","4-year college","NM",2,0,0.453492051,"West"
"male","white","60-69","some college","NM",1,0,0.453492051,"West"
"male","white","70+","post-grad","NM",1,1,0.453492051,"West"
"male","white","70+","some college","NM",2,2,0.453492051,"West"
"male","black","18-29","hs","NV",2,0,0.487062906,"West"
"male","black","30-39","4-year college","NV",1,0,0.487062906,"West"
"male","black","30-39","some college","NV",1,1,0.487062906,"West"
"female","other","18-29","some college","NV",1,1,0.487062906,"West"
"female","other","30-39","some college","NV",1,1,0.487062906,"West"
"female","other","40-49","some college","NV",3,0,0.487062906,"West"
"female","other","60-69","4-year college","NV",1,1,0.487062906,"West"
"female","other","60-69","hs","NV",1,0,0.487062906,"West"
"male","other","18-29","hs","NV",1,1,0.487062906,"West"
"male","other","18-29","some college","NV",1,1,0.487062906,"West"
"male","other","30-39","4-year college","NV",1,1,0.487062906,"West"
"male","other","30-39","some college","NV",1,1,0.487062906,"West"
"male","other","40-49","some college","NV",1,0,0.487062906,"West"
"male","other","60-69","4-year college","NV",1,1,0.487062906,"West"
"female","white","30-39","4-year college","NV",1,0,0.487062906,"West"
"female","white","30-39","hs","NV",1,0,0.487062906,"West"
"female","white","30-39","some college","NV",1,1,0.487062906,"West"
"female","white","40-49","4-year college","NV",1,0,0.487062906,"West"
"female","white","40-49","some college","NV",1,0,0.487062906,"West"
"female","white","50-59","hs","NV",1,1,0.487062906,"West"
"female","white","50-59","some college","NV",1,0,0.487062906,"West"
"female","white","60-69","hs","NV",2,1,0.487062906,"West"
"female","white","60-69","post-grad","NV",1,1,0.487062906,"West"
"female","white","60-69","some college","NV",3,2,0.487062906,"West"
"female","white","70+","hs","NV",1,0,0.487062906,"West"
"female","white","70+","some college","NV",1,0,0.487062906,"West"
"male","white","18-29","4-year college","NV",1,0,0.487062906,"West"
"male","white","30-39","post-grad","NV",1,1,0.487062906,"West"
"male","white","50-59","hs","NV",2,0,0.487062906,"West"
"male","white","50-59","some college","NV",4,2,0.487062906,"West"
"male","white","60-69","4-year college","NV",2,2,0.487062906,"West"
"male","white","60-69","post-grad","NV",1,0,0.487062906,"West"
"male","white","60-69","some college","NV",2,1,0.487062906,"West"
"male","white","70+","hs","NV",1,1,0.487062906,"West"
"male","white","70+","post-grad","NV",2,2,0.487062906,"West"
"male","white","70+","some college","NV",1,1,0.487062906,"West"
"female","black","18-29","4-year college","NY",1,0,0.382275815,"Northeast"
"female","black","18-29","hs","NY",2,0,0.382275815,"Northeast"
"female","black","18-29","no hs","NY",1,0,0.382275815,"Northeast"
"female","black","18-29","post-grad","NY",1,0,0.382275815,"Northeast"
"female","black","18-29","some college","NY",1,1,0.382275815,"Northeast"
"female","black","30-39","4-year college","NY",1,1,0.382275815,"Northeast"
"female","black","30-39","no hs","NY",1,1,0.382275815,"Northeast"
"female","black","30-39","some college","NY",2,1,0.382275815,"Northeast"
"female","black","40-49","post-grad","NY",1,0,0.382275815,"Northeast"
"female","black","40-49","some college","NY",1,0,0.382275815,"Northeast"
"female","black","50-59","4-year college","NY",3,0,0.382275815,"Northeast"
"female","black","50-59","hs","NY",3,1,0.382275815,"Northeast"
"female","black","50-59","post-grad","NY",1,0,0.382275815,"Northeast"
"female","black","50-59","some college","NY",1,0,0.382275815,"Northeast"
"female","black","60-69","4-year college","NY",1,0,0.382275815,"Northeast"
"female","black","60-69","hs","NY",1,0,0.382275815,"Northeast"
"female","black","70+","4-year college","NY",1,0,0.382275815,"Northeast"
"female","black","70+","post-grad","NY",1,0,0.382275815,"Northeast"
"male","black","18-29","no hs","NY",1,0,0.382275815,"Northeast"
"male","black","18-29","some college","NY",1,1,0.382275815,"Northeast"
"male","black","30-39","4-year college","NY",1,0,0.382275815,"Northeast"
"male","black","40-49","no hs","NY",1,0,0.382275815,"Northeast"
"male","black","40-49","some college","NY",2,0,0.382275815,"Northeast"
"male","black","50-59","4-year college","NY",1,0,0.382275815,"Northeast"
"male","black","50-59","hs","NY",2,0,0.382275815,"Northeast"
"male","black","50-59","some college","NY",2,0,0.382275815,"Northeast"
"male","black","60-69","4-year college","NY",1,0,0.382275815,"Northeast"
"female","other","18-29","4-year college","NY",5,2,0.382275815,"Northeast"
"female","other","18-29","hs","NY",2,2,0.382275815,"Northeast"
"female","other","18-29","no hs","NY",2,1,0.382275815,"Northeast"
"female","other","18-29","some college","NY",1,0,0.382275815,"Northeast"
"female","other","30-39","4-year college","NY",3,1,0.382275815,"Northeast"
"female","other","30-39","hs","NY",1,0,0.382275815,"Northeast"
"female","other","30-39","post-grad","NY",2,1,0.382275815,"Northeast"
"female","other","30-39","some college","NY",2,0,0.382275815,"Northeast"
"female","other","40-49","4-year college","NY",1,0,0.382275815,"Northeast"
"female","other","40-49","hs","NY",1,0,0.382275815,"Northeast"
"female","other","40-49","post-grad","NY",2,0,0.382275815,"Northeast"
"female","other","40-49","some college","NY",2,1,0.382275815,"Northeast"
"female","other","50-59","4-year college","NY",3,1,0.382275815,"Northeast"
"female","other","50-59","hs","NY",1,1,0.382275815,"Northeast"
"female","other","50-59","post-grad","NY",1,0,0.382275815,"Northeast"
"female","other","60-69","hs","NY",1,0,0.382275815,"Northeast"
"female","other","60-69","some college","NY",1,0,0.382275815,"Northeast"
"male","other","18-29","hs","NY",1,0,0.382275815,"Northeast"
"male","other","18-29","no hs","NY",1,0,0.382275815,"Northeast"
"male","other","18-29","post-grad","NY",2,1,0.382275815,"Northeast"
"male","other","18-29","some college","NY",3,1,0.382275815,"Northeast"
"male","other","30-39","4-year college","NY",2,1,0.382275815,"Northeast"
"male","other","30-39","hs","NY",2,1,0.382275815,"Northeast"
"male","other","30-39","no hs","NY",1,0,0.382275815,"Northeast"
"male","other","40-49","4-year college","NY",3,1,0.382275815,"Northeast"
"male","other","40-49","hs","NY",2,1,0.382275815,"Northeast"
"male","other","40-49","post-grad","NY",2,0,0.382275815,"Northeast"
"male","other","50-59","hs","NY",1,0,0.382275815,"Northeast"
"male","other","50-59","no hs","NY",1,1,0.382275815,"Northeast"
"male","other","50-59","post-grad","NY",1,0,0.382275815,"Northeast"
"male","other","50-59","some college","NY",1,0,0.382275815,"Northeast"
"male","other","60-69","post-grad","NY",1,0,0.382275815,"Northeast"
"male","other","60-69","some college","NY",1,1,0.382275815,"Northeast"
"female","white","18-29","4-year college","NY",19,6,0.382275815,"Northeast"
"female","white","18-29","hs","NY",3,1,0.382275815,"Northeast"
"female","white","18-29","no hs","NY",1,0,0.382275815,"Northeast"
"female","white","18-29","some college","NY",6,2,0.382275815,"Northeast"
"female","white","30-39","4-year college","NY",3,2,0.382275815,"Northeast"
"female","white","30-39","hs","NY",8,3,0.382275815,"Northeast"
"female","white","30-39","no hs","NY",1,0,0.382275815,"Northeast"
"female","white","30-39","post-grad","NY",4,1,0.382275815,"Northeast"
"female","white","30-39","some college","NY",3,1,0.382275815,"Northeast"
"female","white","40-49","4-year college","NY",4,1,0.382275815,"Northeast"
"female","white","40-49","hs","NY",11,2,0.382275815,"Northeast"
"female","white","40-49","post-grad","NY",1,0,0.382275815,"Northeast"
"female","white","40-49","some college","NY",5,2,0.382275815,"Northeast"
"female","white","50-59","4-year college","NY",4,0,0.382275815,"Northeast"
"female","white","50-59","hs","NY",7,4,0.382275815,"Northeast"
"female","white","50-59","no hs","NY",2,0,0.382275815,"Northeast"
"female","white","50-59","post-grad","NY",2,1,0.382275815,"Northeast"
"female","white","50-59","some college","NY",5,0,0.382275815,"Northeast"
"female","white","60-69","4-year college","NY",1,0,0.382275815,"Northeast"
"female","white","60-69","hs","NY",8,4,0.382275815,"Northeast"
"female","white","60-69","post-grad","NY",2,0,0.382275815,"Northeast"
"female","white","60-69","some college","NY",3,1,0.382275815,"Northeast"
"female","white","70+","hs","NY",13,6,0.382275815,"Northeast"
"female","white","70+","no hs","NY",1,1,0.382275815,"Northeast"
"female","white","70+","post-grad","NY",4,1,0.382275815,"Northeast"
"female","white","70+","some college","NY",5,2,0.382275815,"Northeast"
"male","white","18-29","4-year college","NY",6,3,0.382275815,"Northeast"
"male","white","18-29","hs","NY",5,1,0.382275815,"Northeast"
"male","white","18-29","post-grad","NY",1,0,0.382275815,"Northeast"
"male","white","18-29","some college","NY",2,1,0.382275815,"Northeast"
"male","white","30-39","4-year college","NY",7,2,0.382275815,"Northeast"
"male","white","30-39","hs","NY",4,2,0.382275815,"Northeast"
"male","white","30-39","post-grad","NY",3,1,0.382275815,"Northeast"
"male","white","30-39","some college","NY",2,1,0.382275815,"Northeast"
"male","white","40-49","4-year college","NY",1,0,0.382275815,"Northeast"
"male","white","40-49","hs","NY",8,0,0.382275815,"Northeast"
"male","white","40-49","no hs","NY",1,0,0.382275815,"Northeast"
"male","white","40-49","post-grad","NY",1,0,0.382275815,"Northeast"
"male","white","40-49","some college","NY",4,1,0.382275815,"Northeast"
"male","white","50-59","4-year college","NY",2,0,0.382275815,"Northeast"
"male","white","50-59","hs","NY",6,1,0.382275815,"Northeast"
"male","white","50-59","some college","NY",6,2,0.382275815,"Northeast"
"male","white","60-69","4-year college","NY",4,3,0.382275815,"Northeast"
"male","white","60-69","no hs","NY",1,1,0.382275815,"Northeast"
"male","white","60-69","post-grad","NY",1,0,0.382275815,"Northeast"
"male","white","60-69","some college","NY",3,0,0.382275815,"Northeast"
"male","white","70+","4-year college","NY",5,2,0.382275815,"Northeast"
"male","white","70+","hs","NY",4,1,0.382275815,"Northeast"
"male","white","70+","post-grad","NY",5,1,0.382275815,"Northeast"
"male","white","70+","some college","NY",1,1,0.382275815,"Northeast"
"female","black","18-29","some college","OH",1,0,0.542676846,"North Central"
"female","black","30-39","4-year college","OH",4,3,0.542676846,"North Central"
"female","black","40-49","4-year college","OH",1,0,0.542676846,"North Central"
"female","black","40-49","hs","OH",1,0,0.542676846,"North Central"
"female","black","40-49","some college","OH",1,1,0.542676846,"North Central"
"female","black","60-69","hs","OH",1,1,0.542676846,"North Central"
"female","black","60-69","some college","OH",1,0,0.542676846,"North Central"
"male","black","40-49","4-year college","OH",1,0,0.542676846,"North Central"
"male","black","60-69","4-year college","OH",1,1,0.542676846,"North Central"
"female","other","18-29","4-year college","OH",1,0,0.542676846,"North Central"
"female","other","18-29","hs","OH",1,0,0.542676846,"North Central"
"female","other","18-29","post-grad","OH",1,0,0.542676846,"North Central"
"female","other","18-29","some college","OH",3,0,0.542676846,"North Central"
"female","other","30-39","hs","OH",1,0,0.542676846,"North Central"
"female","other","30-39","some college","OH",1,1,0.542676846,"North Central"
"female","other","40-49","4-year college","OH",1,0,0.542676846,"North Central"
"female","other","40-49","hs","OH",1,0,0.542676846,"North Central"
"female","other","40-49","post-grad","OH",1,0,0.542676846,"North Central"
"female","other","50-59","hs","OH",1,1,0.542676846,"North Central"
"female","other","50-59","some college","OH",1,1,0.542676846,"North Central"
"male","other","18-29","4-year college","OH",1,0,0.542676846,"North Central"
"male","other","18-29","post-grad","OH",1,0,0.542676846,"North Central"
"male","other","50-59","some college","OH",2,2,0.542676846,"North Central"
"male","other","70+","some college","OH",1,1,0.542676846,"North Central"
"female","white","18-29","4-year college","OH",6,1,0.542676846,"North Central"
"female","white","18-29","hs","OH",6,2,0.542676846,"North Central"
"female","white","18-29","no hs","OH",4,2,0.542676846,"North Central"
"female","white","18-29","post-grad","OH",1,0,0.542676846,"North Central"
"female","white","18-29","some college","OH",11,3,0.542676846,"North Central"
"female","white","30-39","4-year college","OH",4,2,0.542676846,"North Central"
"female","white","30-39","hs","OH",3,0,0.542676846,"North Central"
"female","white","30-39","post-grad","OH",4,1,0.542676846,"North Central"
"female","white","30-39","some college","OH",4,0,0.542676846,"North Central"
"female","white","40-49","4-year college","OH",2,0,0.542676846,"North Central"
"female","white","40-49","hs","OH",3,1,0.542676846,"North Central"
"female","white","40-49","post-grad","OH",4,1,0.542676846,"North Central"
"female","white","40-49","some college","OH",4,3,0.542676846,"North Central"
"female","white","50-59","4-year college","OH",1,0,0.542676846,"North Central"
"female","white","50-59","hs","OH",11,6,0.542676846,"North Central"
"female","white","50-59","no hs","OH",1,1,0.542676846,"North Central"
"female","white","50-59","post-grad","OH",5,1,0.542676846,"North Central"
"female","white","50-59","some college","OH",9,5,0.542676846,"North Central"
"female","white","60-69","4-year college","OH",2,0,0.542676846,"North Central"
"female","white","60-69","hs","OH",12,5,0.542676846,"North Central"
"female","white","60-69","no hs","OH",1,1,0.542676846,"North Central"
"female","white","60-69","post-grad","OH",2,2,0.542676846,"North Central"
"female","white","60-69","some college","OH",3,1,0.542676846,"North Central"
"female","white","70+","hs","OH",5,1,0.542676846,"North Central"
"female","white","70+","post-grad","OH",1,1,0.542676846,"North Central"
"male","white","18-29","4-year college","OH",2,0,0.542676846,"North Central"
"male","white","18-29","hs","OH",2,0,0.542676846,"North Central"
"male","white","18-29","no hs","OH",1,1,0.542676846,"North Central"
"male","white","18-29","post-grad","OH",1,0,0.542676846,"North Central"
"male","white","18-29","some college","OH",6,1,0.542676846,"North Central"
"male","white","30-39","4-year college","OH",4,2,0.542676846,"North Central"
"male","white","30-39","no hs","OH",1,1,0.542676846,"North Central"
"male","white","30-39","post-grad","OH",2,0,0.542676846,"North Central"
"male","white","30-39","some college","OH",6,2,0.542676846,"North Central"
"male","white","40-49","4-year college","OH",3,3,0.542676846,"North Central"
"male","white","40-49","hs","OH",3,1,0.542676846,"North Central"
"male","white","40-49","post-grad","OH",2,2,0.542676846,"North Central"
"male","white","40-49","some college","OH",1,1,0.542676846,"North Central"
"male","white","50-59","4-year college","OH",6,1,0.542676846,"North Central"
"male","white","50-59","hs","OH",5,3,0.542676846,"North Central"
"male","white","50-59","no hs","OH",1,1,0.542676846,"North Central"
"male","white","50-59","some college","OH",5,3,0.542676846,"North Central"
"male","white","60-69","4-year college","OH",3,2,0.542676846,"North Central"
"male","white","60-69","hs","OH",5,3,0.542676846,"North Central"
"male","white","60-69","no hs","OH",1,1,0.542676846,"North Central"
"male","white","60-69","some college","OH",6,2,0.542676846,"North Central"
"male","white","70+","4-year college","OH",2,1,0.542676846,"North Central"
"male","white","70+","hs","OH",4,2,0.542676846,"North Central"
"male","white","70+","post-grad","OH",1,1,0.542676846,"North Central"
"male","white","70+","some college","OH",2,1,0.542676846,"North Central"
"female","black","30-39","hs","OK",1,0,0.693047372,"South"
"female","black","50-59","some college","OK",1,0,0.693047372,"South"
"male","black","40-49","4-year college","OK",1,0,0.693047372,"South"
"female","other","18-29","4-year college","OK",1,0,0.693047372,"South"
"female","other","18-29","hs","OK",2,0,0.693047372,"South"
"female","other","18-29","some college","OK",1,1,0.693047372,"South"
"female","other","30-39","hs","OK",1,0,0.693047372,"South"
"female","other","40-49","some college","OK",1,0,0.693047372,"South"
"female","other","50-59","hs","OK",1,0,0.693047372,"South"
"male","other","18-29","no hs","OK",1,0,0.693047372,"South"
"male","other","40-49","some college","OK",1,1,0.693047372,"South"
"male","other","50-59","hs","OK",1,1,0.693047372,"South"
"male","other","70+","4-year college","OK",1,1,0.693047372,"South"
"male","other","70+","some college","OK",1,0,0.693047372,"South"
"female","white","18-29","4-year college","OK",2,1,0.693047372,"South"
"female","white","18-29","hs","OK",4,1,0.693047372,"South"
"female","white","30-39","4-year college","OK",1,1,0.693047372,"South"
"female","white","40-49","4-year college","OK",1,0,0.693047372,"South"
"female","white","40-49","hs","OK",1,1,0.693047372,"South"
"female","white","40-49","some college","OK",1,1,0.693047372,"South"
"female","white","50-59","4-year college","OK",1,0,0.693047372,"South"
"female","white","50-59","hs","OK",1,1,0.693047372,"South"
"female","white","50-59","post-grad","OK",2,0,0.693047372,"South"
"female","white","50-59","some college","OK",1,1,0.693047372,"South"
"female","white","60-69","hs","OK",2,1,0.693047372,"South"
"female","white","60-69","some college","OK",2,1,0.693047372,"South"
"female","white","70+","4-year college","OK",1,0,0.693047372,"South"
"female","white","70+","hs","OK",1,0,0.693047372,"South"
"female","white","70+","some college","OK",2,2,0.693047372,"South"
"male","white","18-29","hs","OK",2,1,0.693047372,"South"
"male","white","30-39","4-year college","OK",1,0,0.693047372,"South"
"male","white","30-39","some college","OK",1,1,0.693047372,"South"
"male","white","40-49","4-year college","OK",1,0,0.693047372,"South"
"male","white","40-49","some college","OK",1,1,0.693047372,"South"
"male","white","50-59","4-year college","OK",3,3,0.693047372,"South"
"male","white","50-59","hs","OK",1,0,0.693047372,"South"
"male","white","60-69","4-year college","OK",1,1,0.693047372,"South"
"male","white","70+","some college","OK",2,1,0.693047372,"South"
"female","other","18-29","4-year college","OR",1,0,0.438441611,"West"
"female","other","30-39","4-year college","OR",1,0,0.438441611,"West"
